GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013
0100000US,,United States,310M200US23460,23460,"United States - In metropolitan statistical area - Gadsden, AL Metro Area","Gadsden, AL Metro Area",104430,104427,104498,104323,104311,103931
0100000US,,United States,310M200US23540,23540,"United States - In metropolitan statistical area - Gainesville, FL Metro Area","Gainesville, FL Metro Area",264275,264275,264665,266635,268660,270382
0100000US,,United States,310M200US23580,23580,"United States - In metropolitan statistical area - Gainesville, GA Metro Area","Gainesville, GA Metro Area",179684,179684,180015,182888,185055,187745
0100000US,,United States,310M200US23900,23900,"United States - In metropolitan statistical area - Gettysburg, PA Metro Area","Gettysburg, PA Metro Area",101407,101407,101462,101611,101610,101546
0100000US,,United States,310M200US24020,24020,"United States - In metropolitan statistical area - Glens Falls, NY Metro Area","Glens Falls, NY Metro Area",128923,128921,128998,129072,128832,128430
0100000US,,United States,310M200US24140,24140,"United States - In metropolitan statistical area - Goldsboro, NC Metro Area","Goldsboro, NC Metro Area",122623,122623,122906,123884,124318,124583
0100000US,,United States,310M200US24220,24220,"United States - In metropolitan statistical area - Grand Forks, ND-MN Metro Area","Grand Forks, ND-MN Metro Area",98461,98461,98602,98108,98997,100748
0100000US,,United States,310M200US24260,24260,"United States - In metropolitan statistical area - Grand Island, NE Metro Area","Grand Island, NE Metro Area",81850,81850,82030,82597,83372,83989
0100000US,,United States,310M200US24300,24300,"United States - In metropolitan statistical area - Grand Junction, CO Metro Area","Grand Junction, CO Metro Area",146723,146723,146464,147499,147790,147554
0100000US,,United States,310M200US24340,24340,"United States - In metropolitan statistical area - Grand Rapids-Wyoming, MI Metro Area","Grand Rapids-Wyoming, MI Metro Area",988938,988940,989196,996006,1005493,1016603
0100000US,,United States,310M200US24420,24420,"United States - In metropolitan statistical area - Grants Pass, OR Metro Area","Grants Pass, OR Metro Area",82713,82713,82838,82641,82813,83306
0100000US,,United States,310M200US24500,24500,"United States - In metropolitan statistical area - Great Falls, MT Metro Area","Great Falls, MT Metro Area",81327,81327,81501,81758,81784,82384
0100000US,,United States,310M200US24540,24540,"United States - In metropolitan statistical area - Greeley, CO Metro Area","Greeley, CO Metro Area",252825,252837,254052,258343,263525,269785
0100000US,,United States,310M200US24580,24580,"United States - In metropolitan statistical area - Green Bay, WI Metro Area","Green Bay, WI Metro Area",306241,306241,306723,308705,311007,312409
0100000US,,United States,310M200US24660,24660,"United States - In metropolitan statistical area - Greensboro-High Point, NC Metro Area","Greensboro-High Point, NC Metro Area",723801,723798,725137,730423,736182,741065
0100000US,,United States,310M200US24780,24780,"United States - In metropolitan statistical area - Greenville, NC Metro Area","Greenville, NC Metro Area",168148,168148,168826,170783,172971,174263
0100000US,,United States,310M200US24860,24860,"United States - In metropolitan statistical area - Greenville-Anderson-Mauldin, SC Metro Area","Greenville-Anderson-Mauldin, SC Metro Area",824112,824106,825817,833216,842108,850965
0100000US,,United States,310M200US25060,25060,"United States - In metropolitan statistical area - Gulfport-Biloxi-Pascagoula, MS Metro Area","Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,370702,371475,375719,379007,382516
0100000US,,United States,310M200US25180,25180,"United States - In metropolitan statistical area - Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",251599,251599,252397,254536,256223,258294
0100000US,,United States,310M200US25220,25220,"United States - In metropolitan statistical area - Hammond, LA Metro Area","Hammond, LA Metro Area",121097,121101,121563,122681,123662,125412
0100000US,,United States,310M200US25260,25260,"United States - In metropolitan statistical area - Hanford-Corcoran, CA Metro Area","Hanford-Corcoran, CA Metro Area",152982,152982,152417,151994,151382,150960
0100000US,,United States,310M200US25420,25420,"United States - In metropolitan statistical area - Harrisburg-Carlisle, PA Metro Area","Harrisburg-Carlisle, PA Metro Area",549475,549473,550262,551923,554685,557711
0100000US,,United States,310M200US25500,25500,"United States - In metropolitan statistical area - Harrisonburg, VA Metro Area","Harrisonburg, VA Metro Area",125228,125215,125410,126843,128520,129136
0100000US,,United States,310M200US25540,25540,"United States - In metropolitan statistical area - Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1212384,1214014,1216079,1214503,1215211
0100000US,,United States,310M200US25620,25620,"United States - In metropolitan statistical area - Hattiesburg, MS Metro Area","Hattiesburg, MS Metro Area",142842,142841,143323,145303,146759,147991
0100000US,,United States,310M200US25860,25860,"United States - In metropolitan statistical area - Hickory-Lenoir-Morganton, NC Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",365497,365492,365334,364232,363729,363572
0100000US,,United States,310M200US25940,25940,"United States - In metropolitan statistical area - Hilton Head Island-Bluffton-Beaufort, SC Metro Area","Hilton Head Island-Bluffton-Beaufort, SC Metro Area",187010,187010,187902,189577,193895,198467
0100000US,,United States,310M200US25980,25980,"United States - In metropolitan statistical area - Hinesville, GA Metro Area","Hinesville, GA Metro Area",77917,77917,77329,80356,81631,80759
0100000US,,United States,310M200US26140,26140,"United States - In metropolitan statistical area - Homosassa Springs, FL Metro Area","Homosassa Springs, FL Metro Area",141236,141236,141288,139809,139320,139271
0100000US,,United States,310M200US26300,26300,"United States - In metropolitan statistical area - Hot Springs, AR Metro Area","Hot Springs, AR Metro Area",96024,96024,96194,96637,96889,97173
0100000US,,United States,310M200US26380,26380,"United States - In metropolitan statistical area - Houma-Thibodaux, LA Metro Area","Houma-Thibodaux, LA Metro Area",208178,208178,208225,208551,208678,209890
0100000US,,United States,310M200US26420,26420,"United States - In metropolitan statistical area - Houston-The Woodlands-Sugar Land, TX Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area",5920416,5920456,5948689,6054275,6175466,6313158
0100000US,,United States,310M200US26580,26580,"United States - In metropolitan statistical area - Huntington-Ashland, WV-KY-OH Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",364908,364906,365139,364915,364856,364101
0100000US,,United States,310M200US26620,26620,"United States - In metropolitan statistical area - Huntsville, AL Metro Area","Huntsville, AL Metro Area",417593,417593,419431,425218,430146,435737
0100000US,,United States,310M200US26820,26820,"United States - In metropolitan statistical area - Idaho Falls, ID Metro Area","Idaho Falls, ID Metro Area",133265,133337,133800,134980,136301,137073
0100000US,,United States,310M200US26900,26900,"United States - In metropolitan statistical area - Indianapolis-Carmel-Anderson, IN Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area",1887877,1887877,1892323,1910025,1929207,1953961
0100000US,,United States,310M200US26980,26980,"United States - In metropolitan statistical area - Iowa City, IA Metro Area","Iowa City, IA Metro Area",152586,152586,152941,155303,158370,161170
0100000US,,United States,310M200US27060,27060,"United States - In metropolitan statistical area - Ithaca, NY Metro Area","Ithaca, NY Metro Area",101564,101588,101677,101847,102713,103617
0100000US,,United States,310M200US27100,27100,"United States - In metropolitan statistical area - Jackson, MI Metro Area","Jackson, MI Metro Area",160248,160248,160150,159747,160251,160369
0100000US,,United States,310M200US27140,27140,"United States - In metropolitan statistical area - Jackson, MS Metro Area","Jackson, MS Metro Area",567122,567121,568373,573873,576406,576382
0100000US,,United States,310M200US27180,27180,"United States - In metropolitan statistical area - Jackson, TN Metro Area","Jackson, TN Metro Area",130011,130009,130047,129769,130315,130645
0100000US,,United States,310M200US27260,27260,"United States - In metropolitan statistical area - Jacksonville, FL Metro Area","Jacksonville, FL Metro Area",1345596,1345596,1349095,1361316,1378040,1394624
0100000US,,United States,310M200US27340,27340,"United States - In metropolitan statistical area - Jacksonville, NC Metro Area","Jacksonville, NC Metro Area",177772,177772,179557,177834,184001,185220
0100000US,,United States,310M200US27500,27500,"United States - In metropolitan statistical area - Janesville-Beloit, WI Metro Area","Janesville-Beloit, WI Metro Area",160331,160331,160238,160026,160311,160739
0100000US,,United States,310M200US27620,27620,"United States - In metropolitan statistical area - Jefferson City, MO Metro Area","Jefferson City, MO Metro Area",149807,149807,149953,150338,150349,150494
0100000US,,United States,310M200US27740,27740,"United States - In metropolitan statistical area - Johnson City, TN Metro Area","Johnson City, TN Metro Area",198716,198716,198982,199759,200512,200966
0100000US,,United States,310M200US27780,27780,"United States - In metropolitan statistical area - Johnstown, PA Metro Area","Johnstown, PA Metro Area",143679,143677,143447,142568,141541,140499
0100000US,,United States,310M200US27860,27860,"United States - In metropolitan statistical area - Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",121026,121026,121267,122802,124190,125633
0100000US,,United States,310M200US27900,27900,"United States - In metropolitan statistical area - Joplin, MO Metro Area","Joplin, MO Metro Area",175518,175516,175909,176738,174491,175243
0100000US,,United States,310M200US27980,27980,"United States - In metropolitan statistical area - Kahului-Wailuku-Lahaina, HI Metro Area","Kahului-Wailuku-Lahaina, HI Metro Area",154924,154925,155052,156651,158130,160292
0100000US,,United States,310M200US28020,28020,"United States - In metropolitan statistical area - Kalamazoo-Portage, MI Metro Area","Kalamazoo-Portage, MI Metro Area",326589,326596,326915,328424,330177,332180
0100000US,,United States,310M200US28100,28100,"United States - In metropolitan statistical area - Kankakee, IL Metro Area","Kankakee, IL Metro Area",113449,113449,113462,113418,112847,112120
0100000US,,United States,310M200US28140,28140,"United States - In metropolitan statistical area - Kansas City, MO-KS Metro Area","Kansas City, MO-KS Metro Area",2009342,2009338,2013691,2024793,2038690,2054473
0100000US,,United States,310M200US28420,28420,"United States - In metropolitan statistical area - Kennewick-Richland, WA Metro Area","Kennewick-Richland, WA Metro Area",253340,253340,255594,263654,268160,271124
0100000US,,United States,310M200US28660,28660,"United States - In metropolitan statistical area - Killeen-Temple, TX Metro Area","Killeen-Temple, TX Metro Area",405300,405300,408267,412804,420532,423257
0100000US,,United States,310M200US28700,28700,"United States - In metropolitan statistical area - Kingsport-Bristol-Bristol, TN-VA Metro Area","Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,309544,309581,309063,308564,308283
0100000US,,United States,310M200US28740,28740,"United States - In metropolitan statistical area - Kingston, NY Metro Area","Kingston, NY Metro Area",182493,182494,182374,182666,181753,180998
0100000US,,United States,310M200US28940,28940,"United States - In metropolitan statistical area - Knoxville, TN Metro Area","Knoxville, TN Metro Area",837571,837579,838729,842940,848095,852715
0100000US,,United States,310M200US29020,29020,"United States - In metropolitan statistical area - Kokomo, IN Metro Area","Kokomo, IN Metro Area",82752,82752,82771,82850,82891,82760
0100000US,,United States,310M200US29100,29100,"United States - In metropolitan statistical area - La Crosse-Onalaska, WI-MN Metro Area","La Crosse-Onalaska, WI-MN Metro Area",133665,133665,133856,134215,135019,135512
0100000US,,United States,310M200US29180,29180,"United States - In metropolitan statistical area - Lafayette, LA Metro Area","Lafayette, LA Metro Area",466750,466750,467646,470627,473966,479116
0100000US,,United States,310M200US29200,29200,"United States - In metropolitan statistical area - Lafayette-West Lafayette, IN Metro Area","Lafayette-West Lafayette, IN Metro Area",201789,201789,202024,204215,206761,209027
0100000US,,United States,310M200US29340,29340,"United States - In metropolitan statistical area - Lake Charles, LA Metro Area","Lake Charles, LA Metro Area",199607,199607,200044,200486,201005,202040
0100000US,,United States,310M200US29420,29420,"United States - In metropolitan statistical area - Lake Havasu City-Kingman, AZ Metro Area","Lake Havasu City-Kingman, AZ Metro Area",200186,200186,200134,202399,203142,203030
0100000US,,United States,310M200US29460,29460,"United States - In metropolitan statistical area - Lakeland-Winter Haven, FL Metro Area","Lakeland-Winter Haven, FL Metro Area",602095,602095,603452,610250,616083,623009
0100000US,,United States,310M200US29540,29540,"United States - In metropolitan statistical area - Lancaster, PA Metro Area","Lancaster, PA Metro Area",519445,519448,520305,523612,526436,529600
0100000US,,United States,310M200US29620,29620,"United States - In metropolitan statistical area - Lansing-East Lansing, MI Metro Area","Lansing-East Lansing, MI Metro Area",464036,464032,464089,465673,466032,467321
0100000US,,United States,310M200US29700,29700,"United States - In metropolitan statistical area - Laredo, TX Metro Area","Laredo, TX Metro Area",250304,250304,251320,255213,259211,262495
0100000US,,United States,310M200US29740,29740,"United States - In metropolitan statistical area - Las Cruces, NM Metro Area","Las Cruces, NM Metro Area",209233,209234,210288,212772,213952,213460
0100000US,,United States,310M200US29820,29820,"United States - In metropolitan statistical area - Las Vegas-Henderson-Paradise, NV Metro Area","Las Vegas-Henderson-Paradise, NV Metro Area",1951269,1951269,1953106,1966586,1997659,2027868
0100000US,,United States,310M200US29940,29940,"United States - In metropolitan statistical area - Lawrence, KS Metro Area","Lawrence, KS Metro Area",110826,110826,111274,112372,113043,114322
0100000US,,United States,310M200US30020,30020,"United States - In metropolitan statistical area - Lawton, OK Metro Area","Lawton, OK Metro Area",130291,130291,131634,132230,132700,131089
0100000US,,United States,310M200US30140,30140,"United States - In metropolitan statistical area - Lebanon, PA Metro Area","Lebanon, PA Metro Area",133568,133573,133739,134465,135406,135486
0100000US,,United States,310M200US30300,30300,"United States - In metropolitan statistical area - Lewiston, ID-WA Metro Area","Lewiston, ID-WA Metro Area",60888,60888,61012,61341,61457,62025
0100000US,,United States,310M200US30340,30340,"United States - In metropolitan statistical area - Lewiston-Auburn, ME Metro Area","Lewiston-Auburn, ME Metro Area",107702,107702,107672,107431,107632,107604
0100000US,,United States,310M200US30460,30460,"United States - In metropolitan statistical area - Lexington-Fayette, KY Metro Area","Lexington-Fayette, KY Metro Area",472099,472099,473435,478672,484629,489435
0100000US,,United States,310M200US30620,30620,"United States - In metropolitan statistical area - Lima, OH Metro Area","Lima, OH Metro Area",106331,106331,106372,105957,105329,105298
0100000US,,United States,310M200US30700,30700,"United States - In metropolitan statistical area - Lincoln, NE Metro Area","Lincoln, NE Metro Area",302157,302157,302916,306443,310365,314125
0100000US,,United States,310M200US30780,30780,"United States - In metropolitan statistical area - Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",699757,699757,702230,710870,717844,724385
0100000US,,United States,310M200US30860,30860,"United States - In metropolitan statistical area - Logan, UT-ID Metro Area","Logan, UT-ID Metro Area",125442,125442,126052,127511,128534,129763
0100000US,,United States,310M200US30980,30980,"United States - In metropolitan statistical area - Longview, TX Metro Area","Longview, TX Metro Area",214369,214378,214715,215908,216759,216530
0100000US,,United States,310M200US31020,31020,"United States - In metropolitan statistical area - Longview, WA Metro Area","Longview, WA Metro Area",102410,102410,102399,102339,101827,101860
0100000US,,United States,310M200US31080,31080,"United States - In metropolitan statistical area - Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",12828837,12828842,12844070,12939133,13037045,13131431
0100000US,,United States,310M200US31140,31140,"United States - In metropolitan statistical area - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",1235708,1235708,1237851,1244781,1251538,1262261
0100000US,,United States,310M200US31180,31180,"United States - In metropolitan statistical area - Lubbock, TX Metro Area","Lubbock, TX Metro Area",290805,290805,292172,295329,297877,301038
0100000US,,United States,310M200US31340,31340,"United States - In metropolitan statistical area - Lynchburg, VA Metro Area","Lynchburg, VA Metro Area",252634,252638,252655,253931,255309,256455
0100000US,,United States,310M200US31420,31420,"United States - In metropolitan statistical area - Macon, GA Metro Area","Macon, GA Metro Area",232293,232293,232299,232743,232650,231259
0100000US,,United States,310M200US31460,31460,"United States - In metropolitan statistical area - Madera, CA Metro Area","Madera, CA Metro Area",150865,150865,151178,152141,152235,152389
0100000US,,United States,310M200US31540,31540,"United States - In metropolitan statistical area - Madison, WI Metro Area","Madison, WI Metro Area",605435,605435,606418,613793,620740,627431
0100000US,,United States,310M200US31700,31700,"United States - In metropolitan statistical area - Manchester-Nashua, NH Metro Area","Manchester-Nashua, NH Metro Area",400721,400721,400999,401871,403081,403985
0100000US,,United States,310M200US31740,31740,"United States - In metropolitan statistical area - Manhattan, KS Metro Area","Manhattan, KS Metro Area",92719,92719,93276,95298,98399,98085
0100000US,,United States,310M200US31860,31860,"United States - In metropolitan statistical area - Mankato-North Mankato, MN Metro Area","Mankato-North Mankato, MN Metro Area",96740,96740,96806,97280,98008,98560
0100000US,,United States,310M200US31900,31900,"United States - In metropolitan statistical area - Mansfield, OH Metro Area","Mansfield, OH Metro Area",124475,124475,124175,123096,122585,121773
0100000US,,United States,310M200US32580,32580,"United States - In metropolitan statistical area - McAllen-Edinburg-Mission, TX Metro Area","McAllen-Edinburg-Mission, TX Metro Area",774769,774769,779271,794521,805975,815996
0100000US,,United States,310M200US32780,32780,"United States - In metropolitan statistical area - Medford, OR Metro Area","Medford, OR Metro Area",203206,203206,203428,204800,206512,208545
0100000US,,United States,310M200US32820,32820,"United States - In metropolitan statistical area - Memphis, TN-MS-AR Metro Area","Memphis, TN-MS-AR Metro Area",1324829,1324829,1326595,1332853,1340739,1341746
0100000US,,United States,310M200US32900,32900,"United States - In metropolitan statistical area - Merced, CA Metro Area","Merced, CA Metro Area",255793,255798,256752,259620,261632,263228
0100000US,,United States,310M200US33100,33100,"United States - In metropolitan statistical area - Miami-Fort Lauderdale-West Palm Beach, FL Metro Area","Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5564657,5581524,5688307,5763282,5828191
0100000US,,United States,310M200US33140,33140,"United States - In metropolitan statistical area - Michigan City-La Porte, IN Metro Area","Michigan City-La Porte, IN Metro Area",111467,111467,111404,111205,111197,111281
0100000US,,United States,310M200US33220,33220,"United States - In metropolitan statistical area - Midland, MI Metro Area","Midland, MI Metro Area",83629,83629,83658,84048,83945,83919
0100000US,,United States,310M200US33260,33260,"United States - In metropolitan statistical area - Midland, TX Metro Area","Midland, TX Metro Area",141671,141669,141770,144919,151809,156780
0100000US,,United States,310M200US33340,33340,"United States - In metropolitan statistical area - Milwaukee-Waukesha-West Allis, WI Metro Area","Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555908,1556549,1561108,1566182,1569659
0100000US,,United States,310M200US33460,33460,"United States - In metropolitan statistical area - Minneapolis-St. Paul-Bloomington, MN-WI Metro Area","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348857,3355167,3388716,3422417,3459146
0100000US,,United States,310M200US33540,33540,"United States - In metropolitan statistical area - Missoula, MT Metro Area","Missoula, MT Metro Area",109299,109299,109426,110162,111103,111807
0100000US,,United States,310M200US33660,33660,"United States - In metropolitan statistical area - Mobile, AL Metro Area","Mobile, AL Metro Area",412992,413002,413290,412989,413590,414079
0100000US,,United States,310M200US33700,33700,"United States - In metropolitan statistical area - Modesto, CA Metro Area","Modesto, CA Metro Area",514453,514451,515281,517849,521450,525491
0100000US,,United States,310M200US33740,33740,"United States - In metropolitan statistical area - Monroe, LA Metro Area","Monroe, LA Metro Area",176441,176441,176733,177366,177755,178564
0100000US,,United States,310M200US33780,33780,"United States - In metropolitan statistical area - Monroe, MI Metro Area","Monroe, MI Metro Area",152021,152021,151915,151532,150923,150376
0100000US,,United States,310M200US33860,33860,"United States - In metropolitan statistical area - Montgomery, AL Metro Area","Montgomery, AL Metro Area",374536,374529,375208,377939,375821,373510
0100000US,,United States,310M200US34060,34060,"United States - In metropolitan statistical area - Morgantown, WV Metro Area","Morgantown, WV Metro Area",129709,129709,130332,132314,134467,136133
0100000US,,United States,310M200US34100,34100,"United States - In metropolitan statistical area - Morristown, TN Metro Area","Morristown, TN Metro Area",113951,113958,114072,114607,114908,115197
0100000US,,United States,310M200US34580,34580,"United States - In metropolitan statistical area - Mount Vernon-Anacortes, WA Metro Area","Mount Vernon-Anacortes, WA Metro Area",116901,116901,116972,117781,118056,118837
0100000US,,United States,310M200US34620,34620,"United States - In metropolitan statistical area - Muncie, IN Metro Area","Muncie, IN Metro Area",117671,117671,117672,117804,117423,117484
0100000US,,United States,310M200US34740,34740,"United States - In metropolitan statistical area - Muskegon, MI Metro Area","Muskegon, MI Metro Area",172188,172188,171923,169967,170112,171008
0100000US,,United States,310M200US34820,34820,"United States - In metropolitan statistical area - Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376722,378654,385817,394221,404951
0100000US,,United States,310M200US34900,34900,"United States - In metropolitan statistical area - Napa, CA Metro Area","Napa, CA Metro Area",136484,136484,136780,137883,138916,140326
0100000US,,United States,310M200US34940,34940,"United States - In metropolitan statistical area - Naples-Immokalee-Marco Island, FL Metro Area","Naples-Immokalee-Marco Island, FL Metro Area",321520,321520,322680,327712,332528,339642
0100000US,,United States,310M200US34980,34980,"United States - In metropolitan statistical area - Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670900,1675945,1698160,1726759,1757912
0100000US,,United States,310M200US35100,35100,"United States - In metropolitan statistical area - New Bern, NC Metro Area","New Bern, NC Metro Area",126802,126802,127101,128205,128588,127657
0100000US,,United States,310M200US35300,35300,"United States - In metropolitan statistical area - New Haven-Milford, CT Metro Area","New Haven-Milford, CT Metro Area",862477,862474,863380,863761,863604,862287
0100000US,,United States,310M200US35380,35380,"United States - In metropolitan statistical area - New Orleans-Metairie, LA Metro Area","New Orleans-Metairie, LA Metro Area",1189866,1189863,1195757,1213957,1227656,1240977
0100000US,,United States,310M200US35620,35620,"United States - In metropolitan statistical area - New York-Newark-Jersey City, NY-NJ-PA Metro Area","New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566418,19596183,19731844,19837753,19949502
0100000US,,United States,310M200US35660,35660,"United States - In metropolitan statistical area - Niles-Benton Harbor, MI Metro Area","Niles-Benton Harbor, MI Metro Area",156813,156813,156781,156414,155946,155252
0100000US,,United States,310M200US35840,35840,"United States - In metropolitan statistical area - North Port-Sarasota-Bradenton, FL Metro Area","North Port-Sarasota-Bradenton, FL Metro Area",702281,702281,703545,708936,719919,732535
0100000US,,United States,310M200US35980,35980,"United States - In metropolitan statistical area - Norwich-New London, CT Metro Area","Norwich-New London, CT Metro Area",274055,274055,274105,274033,274534,274150
0100000US,,United States,310M200US36100,36100,"United States - In metropolitan statistical area - Ocala, FL Metro Area","Ocala, FL Metro Area",331298,331303,331527,332588,335157,337362
0100000US,,United States,310M200US36140,36140,"United States - In metropolitan statistical area - Ocean City, NJ Metro Area","Ocean City, NJ Metro Area",97265,97265,97266,96603,96415,95897
0100000US,,United States,310M200US36220,36220,"United States - In metropolitan statistical area - Odessa, TX Metro Area","Odessa, TX Metro Area",137130,137132,137104,139691,144609,149378
0100000US,,United States,310M200US36260,36260,"United States - In metropolitan statistical area - Ogden-Clearfield, UT Metro Area","Ogden-Clearfield, UT Metro Area",597159,597159,599578,605737,612376,621580
0100000US,,United States,310M200US36420,36420,"United States - In metropolitan statistical area - Oklahoma City, OK Metro Area","Oklahoma City, OK Metro Area",1252987,1252992,1257883,1276416,1297397,1319677
